Test,Animal,Treatment,Sex,APOE,Code,Stage,Trial,Apparatus,Object1 : head entries,Object1.headtime,Object1_Day2_3_5: RI,Object1 : latency to first entry,Object1 : time mobile,Object1 : time immobile,Object1 : in zone oriented to centre,Object1 : time freezing,Object2 : head entries,Object2.headtime,Object2_Day2_3_5.RI,Object2 : latency to first entry,Object2 : time mobile,Object2 : time immobile,Object2 : in zone oriented to centre,Object2 : time freezing,Outerzone : head entries,Outerzone.headtime,Outerzone.distance,Outerzone : latency to first entry,Outerzone : average speed,Outerzone : time mobile,Outerzone : time immobile,Total_Time_Mobile,Outerzone.time.freezing,Centerzone : head entries,Centerzone.headtime,Centerzone.distance,Centerzone : latency to first entry,Centerzone : average speed,Centerzone : time mobile,Centerzone : time immobile,Centerzone.time.freezing,Object 3 : head entries,Object 3.headtime,Object 3 : latency to first entry,Object 3 : in zone oriented to centre,Object 4 : head entries,Object4.headtime,Object 4 : latency to first entry,Object 4 : in zone oriented to centre,Object1Center : head time oriented towards,Object2Center : head time oriented towards,Total.Distance,Total.Time.Freezing
39,061019_9,APOE4/4F,F,E44,B,Dilutions,3,2Objects_NOR,7,4.7,0.602564103,1.1,4.7,0,3.2,0,7,3.1,0.397435897,2.5,3.1,0,1.2,0,31,50,2.885,4,0.057,12.1148022,12.66834699,13.22189177,13.77543656,14.32898135,14.88252614,15.43607093,15.98961572,16.54316051,17.09670529,17.65025008,0,4,3,50.7,0,20,22.3,35.8,0.1,18.8,17.9,4.089,2.2
40,061019_10,APOE4/4F,F,E44,B,Dilutions,3,2Objects_NOR,5,6.8,0.393063584,25.9,6.8,0,2.9,0,8,10.5,0.606936416,18.9,10.5,0,8.1,0,15,43.7,2.95,0,0.062,9.594030828,9.747115882,9.900200936,10.05328599,10.20637104,10.3594561,10.51254115,10.6656262,10.81871126,10.97179631,11.12488137,0,6,11.6,48.3,0,7,14.1,14.3,0,25,23.3,5.022,1.5
41,061019_1,APOE4/4M,M,E44,A,Dilutions,4,2Objects_NOR,0,0,0,,0,0,0,0,1,0.5,1,1.1,0.5,0,0.5,0,2,115.6,1.317,4.5,0.011,18.69045508,19.84435697,20.99825885,,23.30606263,24.45996451,25.6138664,26.76776828,27.92167017,29.07557205,30.22947394,0,0,0,,0,0,0,,0,45.9,46.7,1.469,48.9
42,061019_2,APOE4/4M,M,E44,A,Dilutions,4,2Objects_NOR,0,0,,,0,0,0,0,0,0,,,0,0,0,0,12,111.3,0.991,4.9,0.009,20.18210241,21.41849398,,,25.12766867,26.36406024,27.60045181,28.83684337,30.07323494,31.30962651,,0,0,0,,0,0,0,,0,54.3,46.9,1.03,68.2
43,061019_3,APOE4/4M,M,E44,A,Dilutions,4,2Objects_NOR,0,0,,,0,0,0,0,0,0,,,0,0,0,0,2,117.6,0.387,1.8,0.003,19.07371103,20.24401789,,,23.75493848,24.92524535,26.09555221,27.26585907,28.43616594,29.6064728,,0,0,0,,0,1,0.6,,0,0,0,0.463,81.1
44,061019_4,APOE4/4M,M,E44,A,Dilutions,4,2Objects_NOR,0,0,,,0,0,0,0,0,0,,,0,0,0,0,8,115.1,3.458,2.3,0.029,20.15411793,21.38956882,,,25.0959215,26.3313724,27.56682329,28.80227419,30.03772508,31.27317598,,0,0,0,,0,0,0,,0,9.7,8.5,3.584,22.4
45,061019_5,APOE4/4M,M,E44,A,Dilutions,4,2Objects_NOR,1,1.3,0.166666667,99.3,1.3,0,0.5,0,3,6.5,0.833333333,0,3.4,3.1,1.8,0,20,83.5,2.2,7.3,0.022,12.21371429,12.30577489,12.3978355,12.4898961,12.58195671,12.67401732,12.76607792,12.85813853,12.95019913,13.04225974,13.13432035,0,2,2.3,,0,1,0.7,,0,50.4,51.2,2.352,39
46,061019_6,APOE4/4F,F,E44,B,Dilutions,4,2Objects_NOR,2,1.8,0.620689655,22.3,1.8,0,0.7,0,1,1.1,0.379310345,51,1.1,0,0,0,25,86.4,4.655,0,0.051,18.54482594,19.36532527,20.1858246,21.00632393,21.82682326,22.64732259,23.46782191,24.28832124,25.10882057,25.9293199,26.74981923,0,3,2.9,80.3,0,3,5.4,73.2,0,18,14.4,4.777,6.2
47,061019_7,APOE4/4F,F,E44,B,Dilutions,4,2Objects_NOR,10,19.3,0.784552846,28.5,11.4,7.9,4.1,1.9,2,5.3,0.215447155,72.1,0.4,4.9,3.5,1.3,10,54.9,2.578,1.1,0.045,11.02867967,10.9827025,10.93672533,10.89074816,10.84477099,10.79879381,10.75281664,10.70683947,10.6608623,10.61488512,10.56890795,1.8,3,9,66.4,0.3,5,9.2,48.2,0.1,19.4,18,3.192,8.5
48,061019_8,APOE4/4F,F,E44,B,Dilutions,4,2Objects_NOR,1,1.3,1,61.6,1.3,0,0.3,0,0,0,0,,0,0,0,0,12,109.6,3.371,0.9,0.029,15.57327642,16.11203446,16.65079251,17.18955056,17.7283086,18.26706665,18.8058247,19.34458274,19.88334079,20.42209884,20.96085688,0,1,1.9,,0,0,0,,0,24.6,24.8,3.431,29.4
49,061019_9,APOE4/4F,F,E44,B,Dilutions,4,2Objects_NOR,4,2.9,0.266055046,2.4,2.9,0,1.8,0,3,8,0.733944954,76.2,3.6,4.4,3.8,1.6,20,79.9,1.844,3.5,0.022,20.83090799,21.76849703,22.70608607,23.64367511,24.58126415,25.51885319,26.45644223,27.39403126,28.3316203,29.26920934,30.20679838,0,3,4.2,19.8,0,5,2.8,,0,24.5,20.1,2.08,17
50,061019_10,APOE4/4F,F,E44,B,Dilutions,4,2Objects_NOR,4,9.9,0.876106195,100,1.1,8.8,5.4,4.5,2,1.4,0.123893805,59.9,1.4,0,0.7,0,18,70.4,2.078,0.8,0.026,10.49316882,10.18560408,9.878039336,9.570474597,9.262909857,8.955345117,8.647780378,8.340215638,8.032650898,7.725086159,7.417521419,0,2,6.1,93.1,0.2,4,5.8,15.8,0.3,35,34.2,2.387,17.3
51,061019_1,APOE4/4M,M,E44,A,Dilutions,5,2Objects_NOR,0,0,0,,0,0,0,0,1,0.7,1,0,0.7,0,0.4,0,19,78.3,2.071,3.1,0.018,15.2425955,16.17481574,17.10703598,,18.97147645,19.90369668,20.83591692,21.76813715,22.70035739,23.63257762,24.56479786,0,0,0,,0,1,0.1,2.1,0,27.9,22.3,2.186,43.9
52,061019_2,APOE4/4M,M,E44,A,Dilutions,5,2Objects_NOR,0,0,,,0,0,0,0,0,0,,,0,0,0,0,1,116.3,0.266,0.9,0.002,18.53971705,19.67675283,,,23.08786017,24.22489595,25.36193173,26.49896751,27.63600329,28.77303907,,0,0,0,,0,0,0,,0,66.6,67.9,0.527,81.9
53,061019_3,APOE4/4M,M,E44,A,Dilutions,5,2Objects_NOR,6,10.6,0.768115942,17.8,5.2,5.4,2.9,0,2,3.2,0.231884058,50.7,3.2,0,1.1,0,11,77.5,2.018,0.4,0.026,14.19532008,14.61981238,15.04430469,15.46879699,15.89328929,16.31778159,16.74227389,17.1667662,17.5912585,18.0157508,18.4402431,0,2,1.5,73.3,0,5,9.5,45,0,28.2,30.2,2.346,10.9
54,061019_4,APOE4/4M,M,E44,A,Dilutions,5,2Objects_NOR,2,1.3,0.52,95.2,1.3,0,0.8,0,1,1.2,0.48,103.7,1.2,0,0,0,13,100.5,2.177,2.2,0.021,18.5318,18.80266494,19.07352987,19.34439481,19.61525974,19.88612468,20.15698961,20.42785455,20.69871948,20.96958442,21.24044935,0,3,2.8,,0,2,1.6,100.3,0,22.6,30.1,2.73,43.8
55,061019_5,APOE4/4M,M,E44,A,Dilutions,5,2Objects_NOR,3,2.8,0.8,30.9,2.8,0,1.8,0,1,0.7,0.2,38.4,0.7,0,0,0,21,83.5,2.083,5.9,0.021,16.68124762,17.35095411,18.02066061,18.6903671,19.36007359,20.02978009,20.69948658,21.36919307,22.03889957,22.70860606,23.37831255,0,0,0,,0,1,1.8,102.6,0,15.1,26.8,2.597,23.6
56,061019_6,APOE4/4F,F,E44,B,Dilutions,5,2Objects_NOR,3,1,0.769230769,0,1,0,0.5,0,1,0.3,0.230769231,1,0.3,0,0.3,0,12,107.4,4.026,2.6,0.035,18.26629744,19.34045867,20.41461991,21.48878115,22.56294239,23.63710363,24.71126487,25.78542611,26.85958735,27.93374858,29.00790982,0,0,0,,0,0,0,,0,21.2,15.7,4.148,35
57,061019_7,APOE4/4F,F,E44,B,Dilutions,5,2Objects_NOR,3,12.1,0.968,14.8,2.7,9.4,6.9,0,1,0.4,0.032,20.7,0.4,0,0,0,9,65.6,0.729,0.9,0.01,10.01073333,10.27734113,10.54394892,10.81055671,11.0771645,11.34377229,11.61038009,11.87698788,12.14359567,12.41020346,12.67681126,0,4,3.2,13.6,0,4,16.4,99.2,0,27.8,21.5,1.059,29
58,061019_8,APOE4/4F,F,E44,B,Dilutions,5,2Objects_NOR,3,6.5,0.970149254,0,6.5,0,3.7,0,1,0.2,0.029850746,1.9,0.2,0,0.2,0,5,107.3,3.102,2.9,0.029,16.54640199,17.43360304,18.32080408,19.20800513,20.09520618,20.98240722,21.86960827,22.75680932,23.64401036,24.53121141,25.41841246,0,0,0,,0,1,1.2,,0,5.5,3.8,3.44,37.4
59,061019_9,APOE4/4F,F,E44,B,Dilutions,5,2Objects_NOR,3,4.1,0.931818182,0.6,1.6,2.5,2.5,0,1,0.3,0.068181818,39.4,0.3,0,0.2,0,13,90.7,1.607,2.6,0.016,17.50340173,18.38283219,19.26226265,20.14169311,21.02112357,21.90055403,22.77998449,23.65941495,24.53884542,25.41827588,26.29770634,0,1,0.3,,0,2,4,22.6,0,10.7,18.4,1.639,41.7
60,061019_10,APOE4/4F,F,E44,B,Dilutions,5,2Objects_NOR,2,5.9,0.936507937,94.2,0.4,5.5,0.2,2.8,1,0.4,0.063492064,77.8,0.4,0,0,0,16,93,3.385,0.4,0.033,15.56920862,15.66676438,15.76432014,15.8618759,15.95943166,16.05698743,16.15454319,16.25209895,16.34965471,16.44721047,16.54476623,0,1,0.6,,0,1,0.9,,0,19.1,17.3,3.646,17.8
61,061019_1,APOE4/4M,M,E44,A,Day2_IdenticalObject,1,2Objects_NOR,-2.639097744,2.560651629,0.693401184,40.12482622,0.490726817,2.070989975,1.404072682,0.45764411,-3.967418546,-0.680451128,0.306598817,48.53988043,-1.213972431,0.529448622,0.239223058,0.086528822,-8.455513784,37.36090226,-0.506436717,1.972243108,0.019721178,5.561565475,5.620255064,4.429914826,3.803890335,5.796323831,5.855013419,5.913703008,5.972392597,6.031082186,6.089771775,3.888586983,1.1,3,1.3,2,0,1,1.2,14.1,0,8.2,7.7,1.902,26.6
62,061019_2,APOE4/4M,M,E44,A,Day2_IdenticalObject,1,2Objects_NOR,-2.964220897,2.455725521,0.697442563,40.55450703,0.348725261,2.108162648,1.368883415,0.466770374,-4.313542477,-0.876147265,0.302557437,49.16725852,-1.403685939,0.523446547,0.186552588,0.086185291,-9.780961023,34.70147783,-0.702563694,1.947632011,0.018821061,4.987368607,5.014613377,3.766700779,3.094126466,5.096347689,5.123592459,5.150837229,5.178082,5.20532677,5.232571541,2.953017196,0,4,2.4,17.6,0,5,2.9,0.6,0,25.5,20.7,4.641,17.3
63,061019_1,APOE4/4M,M,E44,A,Day2_IdenticalObject,2,2Objects_NOR,-3.28934405,2.350799412,0.701483943,40.98418783,0.206723706,2.145335321,1.333694149,0.475896638,-4.659666407,-1.071843402,0.298516057,49.79463661,-1.593399447,0.517444473,0.133882119,0.08584176,-11.10640826,32.04205341,-0.898690671,1.923020914,0.017920945,4.413171739,4.408971691,3.103486733,2.384362597,4.396371547,4.392171498,4.38797145,4.383771402,4.379571354,4.375371306,2.01744741,0,0,0,,0,2,0.7,1.1,0,22.1,14.3,1.432,32.5
64,061019_2,APOE4/4M,M,E44,A,Day2_IdenticalObject,2,2Objects_NOR,-3.614467202,2.245873304,0.705525323,41.41386863,0.06472215,2.182507994,1.298504883,0.485022902,-5.005790338,-1.267539539,0.294474677,50.4220147,-1.783112955,0.511442399,0.08121165,0.085498228,-12.4318555,29.38262899,-1.094817648,1.898409818,0.017020828,3.838974871,3.803330004,2.440272687,1.674598727,3.696395405,3.660750538,3.625105671,3.589460805,3.553815938,3.518171072,1.081877623,0,0,0,,0,2,1,69.2,0,37.5,57.8,1.326,55.5
65,061019_1,APOE4/4M,M,E44,A,Day2_IdenticalObject,3,2Objects_NOR,-3.939590355,2.140947196,0.709566702,41.84354944,-0.077279405,2.219680667,1.263315617,0.494149166,-5.351914268,-1.463235675,0.290433298,51.04939278,-1.972826463,0.505440325,0.028541181,0.085154697,-13.75730274,26.72320456,-1.290944624,1.873798721,0.016120711,3.264778003,3.197688318,1.77705864,0.964834858,2.996419263,2.929329578,2.862239892,2.795150207,2.728060522,2.660970837,0.146307836,0,4,10,101.1,0,2,3.2,,0,47.1,42.8,2.618,21.8
66,061019_2,APOE4/4M,M,E44,A,Day2_IdenticalObject,3,2Objects_NOR,-4.264713508,2.036021087,0.713608082,42.27323024,-0.219280961,2.25685334,1.22812635,0.50327543,-5.698038199,-1.658931812,0.286391918,51.67677087,-2.162539971,0.499438251,-0.024129289,0.084811166,-15.08274998,24.06378014,-1.487071601,1.849187624,0.015220595,2.690581135,2.592046631,1.113844594,0.255070989,2.296443121,2.197908617,2.099374113,2.00083961,1.902305106,1.803770603,-0.78926195,0,6,10.4,82.2,0.1,10,18.6,49.2,0,18.4,18.1,4.04,5.7
67,061019_1,APOE4/4M,M,E44,A,Day2_ShortTermMemory,4,2Objects_NOR,-4.589836661,1.931094979,0.717649462,42.70291105,-0.361282517,2.294026013,1.192937084,0.512401694,-6.044162129,-1.854627949,0.282350538,52.30414896,-2.352253479,0.493436177,-0.076799758,0.084467635,-16.40819722,21.40435572,-1.683198578,1.824576528,0.014320478,2.116384267,1.986404945,0.450630548,-0.45469288,1.596466979,1.466487657,1.336508335,1.206529013,1.07654969,0.946570368,-1.724831737,0,1,3.8,79.1,0,3,5.2,85.5,0,20.8,21.8,2.517,49.6
68,061019_2,APOE4/4M,M,E44,A,Day2_ShortTermMemory,4,2Objects_NOR,-4.914959813,1.82616887,0.721690841,43.13259185,-0.503284072,2.331198686,1.157747818,0.521527958,-6.39028606,-2.050324086,0.278309159,52.93152704,-2.541966986,0.487434102,-0.129470227,0.084124103,-17.73364446,18.74493129,-1.879325555,1.799965431,0.013420361,1.542187399,1.380763258,-0.212583499,-1.164456749,0.896490837,0.735066696,0.573642556,0.412218415,0.250794275,0.089370134,-2.660401523,0,4,8.3,86.5,0,8,6.5,79.1,0.3,34.9,22.9,2.801,27.9
69,061019_3,APOE4/4M,M,E44,A,Day2_IdenticalObject,1,2Objects_NOR,-5.240082966,1.721242762,0.725732221,43.56227265,-0.645285628,2.368371359,1.122558552,0.530654222,-6.73640999,-2.246020223,0.274267779,53.55890513,-2.731680494,0.481432028,-0.182140697,0.083780572,-19.05909169,16.08550687,-2.075452532,1.775354334,0.012520245,0.96799053,0.775121571,-0.875797545,-1.874220618,0.196514695,0.003645736,-0.189223223,-0.382092182,-0.574961141,-0.7678301,-3.59597131,0,2,1,0.6,0,1,0.8,28.2,0,54.6,54.6,2.448,34.5
70,061019_4,APOE4/4M,M,E44,A,Day2_IdenticalObject,1,2Objects_NOR,-5.565206119,1.616316654,0.729773601,43.99195346,-0.787287183,2.405544032,1.087369285,0.539780486,-7.082533921,-2.44171636,0.270226399,54.18628322,-2.921394002,0.475429954,-0.234811166,0.083437041,-20.38453893,13.42608245,-2.271579509,1.750743237,0.011620128,0.393793662,0.169479885,-1.539011591,-2.583984487,-0.503461447,-0.727775225,-0.952089002,-1.17640278,-1.400716557,-1.625030335,-4.531541096,0,3,2.5,44.5,0,3,1.1,11,0,24.1,25,6.263,15.4
71,061019_5,APOE4/4M,M,E44,A,Day2_IdenticalObject,1,2Objects_NOR,-5.890329271,1.511390545,0.73381498,44.42163426,-0.929288739,2.442716706,1.052180019,0.54890675,-7.428657852,-2.637412497,0.26618502,54.8136613,-3.11110751,0.46942788,-0.287481635,0.08309351,-21.70998617,10.76665802,-2.467706486,1.726132141,0.010720011,-0.180403206,-0.436161802,-2.202225638,-3.293748356,-1.203437589,-1.459196185,-1.714954781,-1.970713377,-2.226471973,-2.482230569,-5.467110883,0,2,0.8,104.8,0,3,1.7,1.6,0,16.2,20.7,4.421,6.9
72,061019_3,APOE4/4M,M,E44,A,Day2_IdenticalObject,2,2Objects_NOR,-6.215452424,1.406464437,0.73785636,44.85131507,-1.071290295,2.479889379,1.016990753,0.558033014,-7.774781782,-2.833108634,0.26214364,55.44103939,-3.300821018,0.463425806,-0.340152104,0.082749978,-23.03543341,8.107233601,-2.663833463,1.701521044,0.009819895,-0.754600074,-1.041803488,-2.865439684,-4.003512225,-1.903413731,-2.190617146,-2.47782056,-2.765023975,-3.052227389,-3.339430804,-6.40268067,0,3,1.4,35.9,0,4,2.4,54.5,0,17.8,20.2,3.809,0
73,061019_4,APOE4/4M,M,E44,A,Day2_IdenticalObject,2,2Objects_NOR,-6.540575577,1.301538329,0.74189774,45.28099587,-1.21329185,2.517062052,0.981801486,0.567159278,-8.120905713,-3.028804771,0.25810226,56.06841748,-3.490534526,0.457423732,-0.392822574,0.082406447,-24.36088065,5.447809178,-2.85996044,1.676909947,0.008919778,-1.328796942,-1.647445175,-3.52865373,-4.713276094,-2.603389873,-2.922038106,-3.240686339,-3.559334572,-3.877982805,-4.196631038,-7.338250456,0,0,0,91.9,0,2,1,11,0,19.9,20.2,3.501,25.6
74,061019_5,APOE4/4M,M,E44,A,Day2_IdenticalObject,2,2Objects_NOR,-6.86569873,1.19661222,0.745939119,45.71067667,-1.355293406,2.554234725,0.94661222,0.576285541,-8.467029643,-3.224500907,0.254060881,56.69579557,-3.680248034,0.451421658,-0.445493043,0.082062916,-25.68632789,2.788384755,-3.056087417,1.652298851,0.008019661,-1.90299381,-2.253086861,-4.191867776,-5.423039963,-3.303366016,-3.653459067,-4.003552118,-4.35364517,-4.703738221,-5.053831272,-8.273820243,0,1,0.9,0.6,0,1,0.1,,0,22.6,20.1,3.005,16.2
75,061019_3,APOE4/4M,M,E44,A,Day2_IdenticalObject,3,2Objects_NOR,-7.190821882,1.091686112,0.749980499,46.14035748,-1.497294962,2.591407398,0.911422954,0.585411805,-8.813153574,-3.420197044,0.250019501,57.32317365,-3.869961542,0.445419583,-0.498163512,0.081719385,-27.01177513,0.128960332,-3.252214394,1.627687754,0.007119545,-2.477190678,-2.858728548,-4.855081823,-6.132803833,-4.003342158,-4.384880027,-4.766417897,-5.147955767,-5.529493637,-5.911031507,-9.209390029,0,4,9.7,2.4,0.2,7,12.2,29.5,0,15.4,20.9,3.836,7.6
76,061019_4,APOE4/4M,M,E44,A,Day2_IdenticalObject,3,2Objects_NOR,-7.515945035,0.986760003,0.754021879,46.57003828,-1.639296517,2.628580071,0.876233688,0.594538069,-9.159277504,-3.615893181,0.245978121,57.95055174,-4.05967505,0.439417509,-0.550833982,0.081375853,-28.33722237,-2.530464091,-3.448341371,1.603076657,0.006219428,-3.051387546,-3.464370234,-5.518295869,-6.842567702,-4.7033183,-5.116300988,-5.529283676,-5.942266365,-6.355249053,-6.768231741,-10.14495982,0,2,1.5,,0,2,4,100.7,0,55.1,53.5,2.453,29.2
77,061019_5,APOE4/4M,M,E44,A,Day2_IdenticalObject,3,2Objects_NOR,-7.841068188,0.881833895,0.758063258,46.99971909,-1.781298073,2.665752744,0.841044421,0.603664333,-9.505401435,-3.811589318,0.241936742,58.57792983,-4.249388558,0.433415435,-0.603504451,0.081032322,-29.66266961,-5.189888514,-3.644468348,1.57846556,0.005319311,-3.625584414,-4.070011921,-6.181509915,-7.552331571,-5.403294442,-5.847721948,-6.292149455,-6.736576962,-7.181004469,-7.625431976,-11.0805296,0,5,9.2,10.1,2.2,0,0,0,0,53,53,2.785,37.1
78,061019_6,APOE4/4F,F,E44,B,Day2_IdenticalObject,1,2Objects_NOR,-8.16619134,0.776907787,0.762104638,47.42939989,-1.923299628,2.702925417,0.805855155,0.612790597,-9.851525365,-4.007285455,0.237895362,59.20530791,-4.439102066,0.427413361,-0.65617492,0.080688791,-30.98811684,-7.849312938,-3.840595325,1.553854464,0.004419195,-4.199781282,-4.675653608,-6.844723962,-8.26209544,-6.103270584,-6.579142909,-7.055015234,-7.530887559,-8.006759885,-8.48263221,-12.01609939,0,2,2.6,76.5,0,5,3.4,16.7,0,18.4,16.4,8.084,4.2
79,061019_7,APOE4/4F,F,E44,B,Day2_IdenticalObject,1,2Objects_NOR,-8.491314493,0.671981678,0.766146018,47.8590807,-2.065301184,2.74009809,0.770665889,0.621916861,-10.1976493,-4.202981592,0.233853982,59.832686,-4.628815573,0.421411287,-0.708845389,0.08034526,-32.31356408,-10.50873736,-4.036722301,1.529243367,0.003519078,-4.77397815,-5.281295294,-7.507938008,-8.971859309,-6.803246726,-7.310563869,-7.817881013,-8.325198157,-8.832515301,-9.339832445,-12.95166918,0,3,0.5,,0,1,0.4,34.9,0,15.4,14.4,5.592,0
80,061019_8,APOE4/4F,F,E44,B,Day2_IdenticalObject,1,2Objects_NOR,-8.816437646,0.56705557,0.770187397,48.2887615,-2.20730274,2.777270763,0.735476623,0.631043125,-10.54377323,-4.398677729,0.229812603,60.46006409,-4.818529081,0.415409213,-0.761515859,0.080001728,-33.63901132,-13.16816178,-4.232849278,1.50463227,0.002618961,-5.348175018,-5.886936981,-8.171152054,-9.681623178,-7.503222868,-8.04198483,-8.580746792,-9.119508754,-9.658270717,-10.19703268,-13.88723896,0,2,1.1,5.4,0,1,0.7,44.7,0,16,16.6,7.331,5.9
81,061019_6,APOE4/4F,F,E44,B,Day2_IdenticalObject,2,2Objects_NOR,-9.141560799,0.462129462,0.774228777,48.7184423,-2.349304295,2.814443436,0.700287356,0.640169389,-10.88989716,-4.594373866,0.225771223,61.08744217,-5.008242589,0.409407139,-0.814186328,0.079658197,-34.96445856,-15.82758621,-4.428976255,1.480021174,0.001718845,-5.922371887,-6.492578667,-8.834366101,-10.39138705,-8.20319901,-8.77340579,-9.343612571,-9.913819352,-10.48402613,-11.05423291,-14.82280875,0,0,0,,0,3,1.3,88.1,0,13,11.4,6.347,4.4
82,061019_7,APOE4/4F,F,E44,B,Day2_IdenticalObject,2,2Objects_NOR,-9.466683951,0.357203353,0.778270157,49.14812311,-2.491305851,2.851616109,0.66509809,0.649295653,-11.23602109,-4.790070003,0.221729843,61.71482026,-5.197956097,0.403405064,-0.866856797,0.079314666,-36.2899058,-18.48701063,-4.625103232,1.455410077,0.000818728,-6.496568755,-7.098220354,-9.497580147,-11.10115092,-8.903175152,-9.504826751,-10.10647835,-10.70812995,-11.30978155,-11.91143315,-15.75837854,1.1,4,1.8,28.4,0,4,2.1,67.9,0,18.6,15.4,3.704,2.2
83,061019_8,APOE4/4F,F,E44,B,Day2_IdenticalObject,2,2Objects_NOR,-9.791807104,0.252277245,0.782311537,49.57780391,-2.633307406,2.888788782,0.629908824,0.658421917,-11.58214502,-4.985766139,0.217688464,62.34219835,-5.387669605,0.39740299,-0.919527266,0.078971135,-37.61535304,-21.14643505,-4.821230209,1.43079898,-8.14E-05,-7.070765623,-7.70386204,-10.16079419,-11.81091479,-9.603151294,-10.23624771,-10.86934413,-11.50244055,-12.13553696,-12.76863338,-16.69394832,0,1,0.4,105.5,0,0,0,,0,13.6,25.4,2.807,16.1
84,061019_6,APOE4/4F,F,E44,B,Day2_IdenticalObject,3,2Objects_NOR,-10.11693026,0.147351136,0.786352916,50.00748472,-2.775308962,2.925961455,0.594719558,0.667548181,-11.92826895,-5.181462276,0.213647084,62.96957644,-5.577383113,0.391400916,-0.972197736,0.078627603,-38.94080028,-23.80585948,-5.017357186,1.406187884,-0.000981505,-7.644962491,-8.309503727,-10.82400824,-12.52067865,-10.30312744,-10.96766867,-11.63220991,-12.29675114,-12.96129238,-13.62583362,-17.62951811,0,8,10.8,95.2,0.1,12,17.4,45,0.1,16.2,15.6,5.207,9.6
85,061019_7,APOE4/4F,F,E44,B,Day2_IdenticalObject,3,2Objects_NOR,-10.44205341,0.042425028,0.790394296,50.43716552,-2.917310518,2.963134128,0.559530291,0.676674445,-12.27439288,-5.377158413,0.209605704,63.59695452,-5.767096621,0.385398842,-1.024868205,0.078284072,-40.26624752,-26.4652839,-5.213484163,1.381576787,-0.001881622,-8.219159359,-8.915145414,-11.48722229,-13.23044252,-11.00310358,-11.69908963,-12.39507569,-13.09106174,-13.7870478,-14.48303385,-18.56508789,1.4,13,14.2,32.8,0.4,5,11.5,23.1,0.1,7.7,8.9,4.723,5
86,061019_8,APOE4/4F,F,E44,B,Day2_IdenticalObject,3,2Objects_NOR,-10.76717656,-0.06250108,0.794435676,50.86684632,-3.059312073,3.000306801,0.524341025,0.685800709,-12.62051681,-5.57285455,0.205564325,64.22433261,-5.956810129,0.379396768,-1.077538674,0.077940541,-41.59169475,-29.12470832,-5.40961114,1.35696569,-0.002781739,-8.793356227,-9.5207871,-12.15043633,-13.94020639,-11.70307972,-12.43051059,-13.15794147,-13.88537234,-14.61280321,-15.34023409,-19.50065768,0,2,2.7,,0,3,6.2,118.3,0,35.3,31.9,4.277,26.6
87,061019_9,APOE4/4F,F,E44,B,Day2_IdenticalObject,1,2Objects_NOR,-11.09229971,-0.167427189,0.798477055,51.29652713,-3.201313629,3.037479475,0.489151759,0.694926973,-12.96664074,-5.768550687,0.201522945,64.8517107,-6.146523637,0.373394694,-1.130209144,0.07759701,-42.91714199,-31.78413275,-5.605738117,1.332354593,-0.003681856,-9.367553095,-10.12642879,-12.81365038,-14.64997026,-12.40305586,-13.16193155,-13.92080724,-14.67968294,-15.43855863,-16.19743432,-20.43622747,0,9,3,15.7,0,7,2.3,12.8,0,8.3,8.1,11.641,0
88,061019_10,APOE4/4F,F,E44,B,Day2_IdenticalObject,1,2Objects_NOR,-11.41742287,-0.272353297,0.802518435,51.72620793,-3.343315185,3.074652148,0.453962492,0.704053237,-13.31276467,-5.964246824,0.197481565,65.47908878,-6.336237145,0.367392619,-1.182879613,0.077253479,-44.24258923,-34.44355717,-5.801865094,1.307743497,-0.004581972,-9.941749963,-10.73207047,-13.47686443,-15.35973413,-13.103032,-13.89335251,-14.68367302,-15.47399353,-16.26431404,-17.05463455,-21.37179725,0,3,1.1,12.1,0,2,0.5,19,0,22.4,17.8,7.081,7.9
89,061019_9,APOE4/4F,F,E44,B,Day2_IdenticalObject,2,2Objects_NOR,-11.74254602,-0.377279405,0.806559815,52.15588874,-3.48531674,3.111824821,0.418773226,0.7131795,-13.6588886,-6.159942961,0.193440186,66.10646687,-6.525950652,0.361390545,-1.235550082,0.076909947,-45.56803647,-37.10298159,-5.997992071,1.2831324,-0.005482089,-10.51594683,-11.33771216,-14.14007847,-16.069498,-13.80300815,-14.62477347,-15.4465388,-16.26830413,-17.09006946,-17.91183479,-22.30736704,0,6,3.4,1.8,0,5,2.5,6.4,0,20.5,18,4.474,6.8
90,061019_10,APOE4/4F,F,E44,B,Day2_IdenticalObject,2,2Objects_NOR,-12.06766917,-0.482205514,0.810601194,52.58556954,-3.627318296,3.148997494,0.38358396,0.722305764,-14.00501253,-6.355639098,0.189398806,66.73384496,-6.71566416,0.355388471,-1.288220551,0.076566416,-46.89348371,-39.76240602,-6.194119048,1.258521303,-0.006382206,-11.0901437,-11.94335385,-14.80329252,-16.77926187,-14.50298429,-15.35619443,-16.20940458,-17.06261473,-17.91582488,-18.76903502,-23.24293683,0,0,0,,0,1,0.3,0.7,0,64.8,66.9,2.504,59.7
